"Type","Subline Code","Tariff","No Pass","Class","Unit","2015","2014","2013","2012","2011","2010","2009","2008","Body Type"
"TOYOTA","PC","1","8","A","TOYOTA INNOVA 2.5 G OC LTD DSL M/T","0","1015000","0","0","0","0","0","0","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.5 G WP DSL A/T","1193000","1050000","925000","845000","745000","0","0","0","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.5 G WP DSL M/T","1128000","995000","0","800000","705000","0","0","0","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.5 G WP LTD DSL A/T","0","1085000","0","0","0","0","0","0","SUV"
"TOYOTA","PC","1","8","A","TOYOTA INNOVA 2.5 G WP LTD DSL M/T","0","1025000","0","0","0","0","0","0","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.5 J DSL M/T","887000","785000","690000","625000","555000","485000","430000","375000","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.5 V DSL A/T","0","0","980000","0","0","665000","590000","515000","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.5 V OC DSL A/T","1261000","1110000","0","880000","775000","0","0","0","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.5 V WP DSL A/T","1276000","1125000","995000","885000","780000","0","0","0","SUV"
"TOYOTA","PC","1","8","C","TOYOTA LAND CRUISER 20 GS M/T","0","0","0","0","0","0","0","1615000","SUV"
"TOYOTA","PC","1","8","C","TOYOTA LAND CRUISER FABRC A/T","0","0","0","0","0","0","0","1860000","SUV"
"TOYOTA","PC","1","8","C","TOYOTA LAND CRUISER GXR A/T","0","0","2805000","2470000","2175000","0","0","0","SUV"
"TOYOTA","PC","1","8","C","TOYOTA LAND CRUISER LTHR A/T","0","0","0","0","0","0","0","1900000","SUV"
"TOYOTA","PC","1","8","C","TOYOTA LAND CRUISER VX A/T","0","3525000","0","0","2405000","0","0","0","SUV"
"TOYOTA","PC","1","8","C","TOYOTA LC 200 4.5 LTHR A/T","0","0","0","0","0","2225000","2005000","0","SUV"
"TOYOTA","PC","1","8","C","TOYOTA LC 200 4.5 4X4 LTHR A/T","0","0","0","3065000","2700000","0","0","0","SUV"
"TOYOTA","PC","1","8","C","TOYOTA LC 200 4.5 4X4 OC A/T","4372000","3850000","3390000","0","0","0","0","0","SUV"
"TOYOTA","PC","1","8","C","TOYOTA LC 200 4.5 4X4 WP A/T","0","3865000","3405000","0","0","0","0","0","SUV"
"TOYOTA","PC","1","8","C","TOYOTA LC PRADO 3.0 4X4 OC A/T","0","3335000","2935000","2585000","2275000","0","0","0","SUV"
"TOYOTA","PC","1","8","C","TOYOTA LC PRADO 3.0 4X4 OC M/T","0","0","2925000","2575000","2270000","0","0","0","SUV"
"TOYOTA","PC","1","8","C","TOYOTA LC PRADO 3.0 4X4 WP A/T","0","0","3015000","2655000","2335000","0","0","0","SUV"
"TOYOTA","PC","1","8","C","TOYOTA LC PRADO 3.0 4X4 WP M/T","0","3260000","2870000","2525000","2225000","0","0","0","SUV"
"TOYOTA","PC","1","8","C","TOYOTA LC PRADO 4.0 4X4 OC A/T","0","0","0","2075000","1830000","0","0","0","SUV"
"TOYOTA","PC","1","8","C","TOYOTA LC PRADO 4.0 4X4 WP A/T","0","0","0","2085000","1835000","0","0","0","SUV"
"TOYOTA","PC","1","8","C","TOYOTA LC PRADO 4.0 4X4 V6 OC A/T","2972000","2610000","2300000","0","0","0","0","0","SUV"
"TOYOTA","PC","1","8","C","TOYOTA LC PRADO 4.0 4X4 V6 WP A/T","2987000","0","2315000","0","0","0","0","0","SUV"
"TOYOTA","PC","1","8","C","TOYOTA LC PRADO 4X4 OC A/T","0","0","0","0","0","2085000","1835000","1615000","SUV"
"TOYOTA","PC","1","8","C","TOYOTA LC PRADO 4X4 OC M/T","0","0","0","0","0","2025000","1785000","1570000","SUV"
"TOYOTA","PC","1","8","C","TOYOTA LC PRADO 4X4 WP A/T","0","0","0","0","0","2100000","0","0","SUV"
"TOYOTA","PC","1","8","C","TOYOTA LC PRADO 4X4 WP M/T","0","0","0","0","0","2035000","0","0","SUV"
"TOYOTA","PC","1","7","B","TOYOTA PREVIA 2.4 Q WP A/T","0","0","0","0","0","0","1255000","1105000","VAN"
"TOYOTA","PC","1","7","B","TOYOTA PREVIA 2.4 Q  M/T","0","0","0","0","0","0","0","1065000","VAN"
"TOYOTA","PC","1","7","B","TOYOTA PREVIA 2.4 STD OC A/T","2453000","2160000","1905000","1755000","1545000","1455000","0","0","VAN"
"TOYOTA","PC","1","7","B","TOYOTA PREVIA 2.4 STD WP A/T","2468000","2175000","0","1765000","1550000","1470000","0","0","VAN"
"TOYOTA","PC","1","7","B","TOYOTA PREVIA FULL OPT WP A/T","0","0","2060000","1860000","1640000","1575000","0","0","VAN"
"TOYOTA","PC","1","7","B","TOYOTA PREVIA FULL OPT  A/T","0","0","2050000","1845000","1625000","1560000","0","0","VAN"
"TOYOTA","PC","1","7","B","TOYOTA PREVIA Q FULL OPT  A/T","0","2275000","0","0","0","0","0","0","VAN"
"TOYOTA","PC","1","0","B","TOYOTA PRIUS 1.8 HYBRID OC A/T","2250000","1985000","1750000","1615000","1425000","1255000","1105000","0","HATCHBACK"
"TOYOTA","PC","1","0","B","TOYOTA PRIUS 1.8 HYBRID WP A/T","2265000","1995000","1760000","1620000","1430000","1255000","1105000","0","HATCHBACK"
"TOYOTA","PC","1","0","B","TOYOTA PRIUS C 1.5 OC A/T","1475000","1300000","1145000","1060000","0","0","0","0","HATCHBACK"
"TOYOTA","PC","1","0","B","TOYOTA PRIUS C 1.5 WP A/T","1490000","1315000","1160000","1070000","0","0","0","0","HATCHBACK"
"TOYOTA","PC","1","0","B","TOYOTA PRIUS C FULL OPT 1.5 OC A/T","1525000","1345000","1185000","1095000","0","0","0","0","HATCHBACK"
"TOYOTA","PC","1","0","B","TOYOTA PRIUS C FULL OPT 1.5 WP A/T","1540000","1360000","1200000","1105000","0","0","0","0","HATCHBACK"
"TOYOTA","PC","1","5","B","TOYOTA RAV 4 4X2 2.5 F/O OC GAS A/T","1591000","1395000","1225000","0","0","0","0","0","SUV"
"TOYOTA","PC","1","5","B","TOYOTA RAV 4 4X2 2.5 F/O WP GAS A/T","1606000","1405000","1240000","0","0","0","0","0","SUV"
"TOYOTA","PC","1","5","B","TOYOTA RAV 4 4X2 2.5 OC GAS A/T","1367000","1205000","1060000","0","0","0","0","0","SUV"
"TOYOTA","PC","1","5","B","TOYOTA RAV 4 4X2 2.5 WP GAS A/T","1382000","1220000","1075000","0","0","0","0","0","SUV"
"TOYOTA","PC","1","5","B","TOYOTA RAV 4 4X4 2.5 OC GAS A/T","0","1730000","0","0","0","0","0","0","SUV"
"TOYOTA","PC","1","5","B","TOYOTA RAV 4 4X4 2.5 WP GAS A/T","0","1745000","1540000","0","0","0","0","0","SUV"
"TOYOTA","PC","1","5","B","TOYOTA RAV4 2.4 4X2 OC A/T","0","0","0","1115000","985000","865000","760000","670000","SUV"
"TOYOTA","PC","1","5","B","TOYOTA RAV4 2.4 4X2 WP A/T","0","0","0","1120000","990000","870000","765000","675000","SUV"
"TOYOTA","PC","1","5","B","TOYOTA RAV4 2.4 4X4 OC A/T","0","0","0","1365000","1205000","1060000","935000","820000","SUV"
"TOYOTA","PC","1","5","B","TOYOTA RAV4 2.4 4X4 WP A/T","0","0","0","1380000","1215000","1070000","945000","830000","SUV"
"TOYOTA","PC","1","12","B","TOYOTA S. GRANDIA  A/T","0","0","0","0","0","0","920000","920000","VAN"
"TOYOTA","PC","1","5","B","TOYOTA SEQUOIA  A/T","0","0","0","0","2700000","0","0","0","SEDAN"
"TOYOTA","PC","1","7","C","TOYOTA SEQUOIA  M/T","0","0","0","0","2755000","0","0","1880000","SUV"
"TOYOTA","PC","1","7","C","TOYOTA SEQUOIA 5.7 PLATI A/T","0","0","0","0","0","0","0","2575000","SUV"
"TOYOTA","PC","1","7","B","TOYOTA SIENNA 4X2 A/T","0","0","0","0","2320000","0","0","0","SUV"
"TOYOTA","PC","1","7","C","TOYOTA SIENNA LE 3.5 A/T","0","0","2620000","2310000","0","0","0","0","SUV"
"TOYOTA","PC","1","8","B","TOYOTA TUNDRA  M/T","0","0","0","0","2545000","0","0","0","PICK UP"
"TOYOTA","PC","1","5","A","TOYOTA VIOS 1.3 BASE M/T","0","525000","465000","425000","375000","0","0","0","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA VIOS 1.3 E  A/T","762000","675000","595000","520000","460000","405000","0","0","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA VIOS 1.3 E  M/T","727000","640000","580000","510000","450000","400000","360000","330000","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA VIOS 1.3 G  A/T","0","0","595000","535000","475000","0","0","0","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA VIOS 1.3 G  M/T","0","0","570000","515000","0","0","0","0","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA VIOS 1.3 J BASE M/T","0","0","475000","0","0","0","0","0","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA VIOS 1.3 J LTD M/T","0","555000","490000","0","0","0","0","0","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA VIOS 1.3 J  M/T","630000","555000","490000","445000","395000","345000","305000","270000","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA VIOS 1.5 G LTHR A/T","0","0","0","0","555000","490000","430000","380000","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA VIOS 1.5 G OC A/T","847000","750000","665000","0","0","0","0","0","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA VIOS 1.5 G OC M/T","812000","715000","630000","0","0","0","0","0","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA VIOS 1.5 G WP A/T","862000","760000","670000","0","0","0","0","0","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA VIOS 1.5 G WP M/T","827000","730000","645000","0","0","0","0","0","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA VIOS 1.5 G  A/T","0","0","0","590000","520000","460000","405000","355000","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA VIOS 1.5 G  M/T","0","0","0","565000","500000","440000","390000","340000","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA VIOS 1.5 G OC TRD A/T","0","0","695000","0","0","0","0","0","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA VIOS 1.5 G WP TRD A/T","0","0","705000","0","0","0","0","0","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA VIOS 1.5 S  A/T","0","0","0","0","0","520000","460000","405000","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA VIOS 1.5 S  M/T","0","0","0","0","0","505000","445000","395000","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA VIOS 1.5 SE OC A/T","0","0","0","610000","540000","0","0","0","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA VIOS 1.5 SE WP A/T","0","0","0","620000","550000","0","0","0","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA WIGO 1.0 E  M/T","458000","405000","0","0","0","0","0","0","HATCHBACK"
"TOYOTA","PC","1","5","A","TOYOTA WIGO 1.0 G  A/T","546000","480000","0","0","0","0","0","0","HATCHBACK"
"TOYOTA","PC","1","5","A","TOYOTA WIGO 1.0 G  M/T","511000","450000","0","0","0","0","0","0","HATCHBACK"
"TOYOTA","PC","1","5","A","TOYOTA YARIS 1.3 E  A/T","755000","665000","0","0","0","0","0","0","HATCHBACK"
"TOYOTA","PC","1","5","A","TOYOTA YARIS 1.3 E  M/T","720000","635000","0","0","0","0","0","0","HATCHBACK"
"TOYOTA","PC","1","5","A","TOYOTA YARIS 1.5 G  A/T","845000","745000","655000","570000","500000","440000","390000","340000","HATCHBACK"
"TOYOTA","PC","1","5","A","TOYOTA YARIS 1.5 G  M/T","736000","650000","570000","530000","470000","415000","365000","320000","HATCHBACK"
"VOLVO","PC","1","5","B","VOLVO C30  A/T","0","0","0","0","0","0","815000","720000","SEDAN"
"VOLVO","PC","1","5","B","VOLVO C30 2.0  A/T","0","0","0","0","1215000","0","0","0","SEDAN"
"VOLVO","PC","1","4","B","VOLVO C30 2.0 L  M/T","0","0","1625000","1435000","0","0","0","0","HATCHBACK"
"VOLVO","PC","1","4","B","VOLVO C70 2.5 L T5 A/T","0","0","0","3050000","0","0","0","0","CONV"
"VOLVO","PC","1","5","B","VOLVO S40 2.0  A/T","0","0","0","0","0","1160000","0","0","SEDAN"
"VOLVO","PC","1","5","B","VOLVO S40 2.0 L  A/T","0","0","0","1400000","0","0","0","0","SEDAN"
"VOLVO","PC","1","5","B","VOLVO S40 2.4 GEART A/T","0","0","0","0","0","0","935000","825000","SEDAN"
"VOLVO","PC","1","5","B","VOLVO S60 1.6 L T4 A/T","0","0","2220000","0","0","0","0","0","SEDAN"
"VOLVO","PC","1","5","C","VOLVO S60 2.0 L TURBO A/T","0","0","2460000","2160000","0","0","0","0","SEDAN"
"VOLVO","PC","1","5","B","VOLVO S60 2.0 L  A/T","0","0","0","1905000","1680000","0","1300000","0","SEDAN"
"VOLVO","PC","1","5","C","VOLVO S60 3.0 L T6 A/T","0","0","3010000","2650000","0","0","0","0","SEDAN"
"VOLVO","PC","1","5","C","VOLVO S80 2.0 KINETIC  A/T","0","3650000","0","0","0","0","0","0","SEDAN"
"VOLVO","PC","1","5","C","VOLVO S80 2.0 L T5 A/T","0","0","3290000","0","0","0","0","0","SEDAN"
"VOLVO","PC","1","5","C","VOLVO S80 2.0 L TURBO A/T","0","0","0","2535000","0","0","0","0","SEDAN"
"VOLVO","PC","1","5","C","VOLVO S80 2.5  A/T","0","0","0","0","0","1715000","0","1330000","SEDAN"
"VOLVO","PC","1","5","C","VOLVO S80 2.5 L TURBO A/T","0","0","0","2685000","0","0","0","0","SEDAN"
"VOLVO","PC","1","5","B","VOLVO V40 1.6 T4 A/T","0","0","1820000","0","0","0","0","0","HATCHBACK"
"VOLVO","PC","1","5","B","VOLVO V40 2.0 CROSS COUNTR D4 A/T","0","0","2220000","0","0","0","0","0","HATCHBACK"
"VOLVO","PC","1","5","B","VOLVO V40 2.0 CROSS COUNTR T5 A/T","0","0","1975000","0","0","0","0","0","HATCHBACK"
"VOLVO","PC","1","5","B","VOLVO V50  A/T","0","0","0","0","0","0","1935000","0","SEDAN"
"VOLVO","PC","1","5","B","VOLVO V50 2.0 L  A/T","0","0","0","1435000","0","0","0","0","WAGON"
"VOLVO","PC","1","5","B","VOLVO V60 2.0 L T5 A/T","0","2725000","2400000","0","0","0","0","0","HATCHBACK"
"VOLVO","PC","1","5","B","VOLVO V80  A/T","0","0","0","0","0","0","1510000","0","SEDAN"
"VOLVO","PC","1","5","B","VOLVO XC60 2.0 TURBO A/T","0","0","0","0","2060000","0","0","0","SUV"
"VOLVO","PC","1","5","B","VOLVO XC60 2.0 L TURBO A/T","0","0","0","2390000","0","0","0","0","SUV"
"VOLVO","PC","1","5","B","VOLVO XC60 2.0 L TURBO  A/T","0","0","2655000","0","0","0","0","0","SUV"
"VOLVO","PC","1","5","B","VOLVO XC60 2.4 C/C A/T","0","0","0","0","0","2125000","1875000","0","SUV"
"VOLVO","PC","1","5","B","VOLVO XC60 2.4 TURBO A/T","0","0","0","0","2260000","0","0","0","SUV"
"VOLVO","PC","1","5","B","VOLVO XC60 D5 2.4 L TURBO A/T","0","3255000","3090000","2720000","0","0","0","0","SUV"
"VOLVO","PC","1","5","B","VOLVO XC60 T5 2.0 L TURBO A/T","0","2945000","0","0","0","0","0","0","SUV"
"VOLVO","PC","1","5","C","VOLVO XC60 T6 3.0 L  A/T","0","0","0","2905000","0","0","0","0","SUV"
"VOLVO","PC","1","5","B","VOLVO XC70 2.5 C/C A/T","0","0","0","0","0","0","1850000","0","WAGON"
"VOLVO","PC","1","7","C","VOLVO XC70 3.2 L  A/T","0","0","0","2620000","0","0","0","0","SUV"
"VOLVO","PC","1","7","B","VOLVO XC70 D5 2.4 L DSL TURBO A/T","0","0","0","2695000","0","0","0","0","SUV"
"VOLVO","PC","1","5","B","VOLVO XC90 C/C A/T","0","0","0","0","0","0","1700000","1500000","WAGON"
"VOLVO","PC","1","5","C","VOLVO XC90 3.2  A/T","0","0","0","0","0","0","0","1700000","WAGON"
"VOLVO","PC","1","7","C","VOLVO XC90 3.2 L AWD A/T","0","0","3665000","3230000","0","0","0","0","SUV"
"VOLVO","PC","1","7","B","VOLVO XC90 D5 2.4 L DSL TURBO A/T","0","0","0","3375000","2975000","0","0","0","SUV"
"VOLVO","PC","1","5","B","VOLVO XC90 D5 2.5  A/T","0","0","0","3115000","0","0","0","0","SUV"
